SUBDIVISION,YEAR,ANNUAL
orissa,1912,1397.2
orissa,1913,1544.3000000000002
orissa,1914,1598.6000000000001
orissa,1915,1436.8999999999999
orissa,1916,1479.4999999999998
orissa,1917,1850.0000000000002
orissa,1918,1297.4999999999998
orissa,1919,1757.9
orissa,1920,1402.4999999999998
orissa,1921,1324.1000000000001
orissa,1922,1466.6000000000001
orissa,1923,1258.6
orissa,1924,1263.4999999999998
orissa,1925,1807.8999999999999
orissa,1926,1535.6999999999998
orissa,1927,1525.6000000000001
orissa,1928,1585.5
orissa,1929,1637.8
orissa,1930,1446.1000000000001
orissa,1931,1477.0000000000002
orissa,1932,1440.2
orissa,1933,1850.9999999999998
orissa,1934,1488.8999999999999
orissa,1935,1219.2999999999997
orissa,1936,1875.9
orissa,1937,1567.3999999999999
orissa,1938,1441.6000000000001
orissa,1939,1563.6
orissa,1940,1687.6999999999998
orissa,1941,1435.3
orissa,1942,1448.0000000000002
orissa,1943,1586.5
orissa,1944,1608.2
orissa,1945,1538.6000000000001
orissa,1946,1614.8999999999999
orissa,1947,1410.8999999999996
orissa,1948,1333.9
orissa,1949,1348.8999999999996
orissa,1950,1392.7999999999997
orissa,1951,1396.2999999999997
orissa,1952,1516.8999999999999
orissa,1953,1437.8
orissa,1954,1208.0
orissa,1955,1597.0999999999997
orissa,1956,1885.4
orissa,1957,1277.4999999999998
orissa,1958,1624.0
orissa,1959,1495.8
orissa,1960,1593.0
orissa,1961,1945.2
orissa,1962,1346.6000000000001
orissa,1963,1562.1000000000004
orissa,1964,1354.4999999999998
orissa,1965,1174.6000000000001
orissa,1966,1286.9000000000003
orissa,1967,1427.5
orissa,1968,1464.1
orissa,1969,1283.1000000000001
orissa,1970,1412.3000000000002
orissa,1971,1596.8000000000002
orissa,1972,1325.0
orissa,1973,1573.5
orissa,1974,987.0
orissa,1975,1392.0
orissa,1976,1179.0
orissa,1977,1477.9
orissa,1978,1438.8999999999996
orissa,1979,995.9999999999999
orissa,1980,1462.8999999999999
orissa,1981,1295.6000000000001
orissa,1982,1258.5999999999997
orissa,1983,1432.1000000000001
orissa,1984,1377.4
orissa,1985,1607.2999999999997
orissa,1986,1559.9
orissa,1987,1097.7
orissa,1988,1306.8999999999999
orissa,1989,1299.6999999999998
orissa,1990,1905.1
orissa,1991,1472.6000000000001
orissa,1992,1329.4
orissa,1993,1448.1000000000001
orissa,1994,1744.6999999999996
orissa,1995,1614.0000000000002
orissa,1996,1061.6000000000004
orissa,1997,1504.6
orissa,1998,1357.2
orissa,1999,1484.4
orissa,2000,1097.1999999999998
orissa,2001,1672.5
orissa,2002,1102.8
orissa,2003,1648.2
orissa,2004,1290.3999999999999
orissa,2005,1503.4
orissa,2006,1716.9
orissa,2007,1633.8000000000002
orissa,2008,1538.9999999999998
orissa,2009,1330.3
orissa,2010,1292.1999999999998
orissa,2011,1346.3000000000002
orissa,2012,1405.8999999999999
orissa,2013,1632.3
orissa,2014,1537.0
orissa,2015,1210.0
jharkhand,1901,1274.5
jharkhand,1902,1197.6000000000001
jharkhand,1903,1174.3
jharkhand,1904,1480.8
jharkhand,1905,1354.7
jharkhand,1906,1314.2999999999997
jharkhand,1907,1455.6
jharkhand,1908,1214.1999999999998
jharkhand,1909,1447.9
jharkhand,1910,1297.4
jharkhand,1911,1475.4
jharkhand,1912,1142.8
jharkhand,1913,1585.7999999999997
jharkhand,1914,1215.4
jharkhand,1915,1102.2
jharkhand,1916,1364.3000000000002
jharkhand,1917,1724.3000000000004
jharkhand,1918,1162.7
jharkhand,1919,1633.4000000000003
jharkhand,1920,1415.0000000000002
jharkhand,1921,1233.7
jharkhand,1922,1443.2
jharkhand,1923,1431.8
jharkhand,1924,1431.9
jharkhand,1925,1327.6000000000001
jharkhand,1926,1478.4
jharkhand,1927,1283.1000000000001
jharkhand,1928,1384.0
jharkhand,1929,1611.5000000000002
jharkhand,1930,1434.0
jharkhand,1931,1350.5000000000002
jharkhand,1932,1193.7
jharkhand,1933,1535.6999999999998
jharkhand,1934,1197.4
jharkhand,1935,1151.6
jharkhand,1936,1664.3999999999999
jharkhand,1937,1450.4
jharkhand,1938,1229.7
jharkhand,1939,1519.7999999999997
jharkhand,1940,1231.8999999999999
jharkhand,1941,1513.5999999999997
jharkhand,1942,1589.0
jharkhand,1943,1556.1
jharkhand,1944,1386.5
jharkhand,1945,1308.7
jharkhand,1946,1553.1999999999996
jharkhand,1947,1234.6000000000001
jharkhand,1948,1402.7000000000003
jharkhand,1949,1436.7000000000003
jharkhand,1950,1392.8999999999999
jharkhand,1951,1071.6000000000001
jharkhand,1952,1387.3000000000002
jharkhand,1953,1509.4
jharkhand,1954,1059.4999999999998
jharkhand,1955,1080.8
jharkhand,1956,1555.7
jharkhand,1957,1377.4
jharkhand,1958,1180.5
jharkhand,1959,1599.8999999999999
jharkhand,1960,1248.8
jharkhand,1961,1560.6
jharkhand,1962,1047.7
jharkhand,1963,1314.8999999999999
jharkhand,1964,1150.4
jharkhand,1965,1012.4
jharkhand,1966,879.6999999999999
jharkhand,1967,1225.2999999999997
jharkhand,1968,1293.2
jharkhand,1969,1158.1
jharkhand,1970,1291.4
jharkhand,1971,1898.7
jharkhand,1972,996.2
jharkhand,1973,1441.2
jharkhand,1974,1126.9999999999998
jharkhand,1975,1361.4999999999998
jharkhand,1976,1191.7
jharkhand,1977,1521.5
jharkhand,1978,1556.3
jharkhand,1979,882.8000000000001
jharkhand,1980,1340.3999999999996
jharkhand,1981,1167.2
jharkhand,1982,1085.3
jharkhand,1983,1261.8000000000002
jharkhand,1984,1529.8
jharkhand,1985,1240.3000000000002
jharkhand,1986,1335.5000000000002
jharkhand,1987,1332.7000000000005
jharkhand,1988,1153.6
jharkhand,1989,1148.8999999999999
jharkhand,1990,1404.5
jharkhand,1991,1251.0000000000002
jharkhand,1992,933.1999999999999
jharkhand,1993,1203.9999999999998
jharkhand,1994,1579.3999999999999
jharkhand,1995,1366.6
jharkhand,1996,1191.6000000000001
jharkhand,1997,1461.2999999999997
jharkhand,1998,1353.7
jharkhand,1999,1586.8999999999999
jharkhand,2000,1191.5000000000002
jharkhand,2001,1254.5
jharkhand,2002,1034.8999999999999
jharkhand,2003,1244.9
jharkhand,2004,1136.7999999999997
jharkhand,2005,960.4999999999999
jharkhand,2006,1459.3
jharkhand,2007,1437.3
jharkhand,2008,1325.4
jharkhand,2009,996.3000000000002
jharkhand,2010,697.1
jharkhand,2011,1374.5999999999997
jharkhand,2012,1064.8999999999999
jharkhand,2013,1253.5
jharkhand,2014,1156.6000000000001
jharkhand,2015,1081.8000000000002
bihar,1901,952.3999999999999
bihar,1902,1206.1999999999998
bihar,1903,1016.4000000000001
bihar,1904,1269.6999999999998
bihar,1905,1498.6
bihar,1906,1265.1000000000001
bihar,1907,1126.3999999999996
bihar,1908,737.4999999999999
bihar,1909,1390.5999999999997
bihar,1910,1398.4
bihar,1911,1449.0
bihar,1912,1129.3999999999999
bihar,1913,1529.8999999999999
bihar,1914,1059.8999999999999
bihar,1915,1349.4999999999998
bihar,1916,1504.6000000000001
bihar,1917,1334.0000000000002
bihar,1918,1411.6
bihar,1919,1252.6
bihar,1920,1123.8
bihar,1921,1272.4
bihar,1922,1449.2
bihar,1923,982.6999999999999
bihar,1924,1456.2
bihar,1925,1191.5
bihar,1926,1121.6999999999998
bihar,1927,1100.3
bihar,1928,1249.6
bihar,1929,1359.2000000000003
bihar,1930,1114.3000000000002
bihar,1931,1146.4
bihar,1932,927.0
bihar,1933,1392.6
bihar,1934,1226.3
bihar,1935,1240.2999999999997
bihar,1936,1572.5
bihar,1937,1306.3999999999999
bihar,1938,1506.6999999999998
bihar,1939,1243.2
bihar,1940,1088.2
bihar,1941,1222.9999999999998
bihar,1942,1252.6000000000001
bihar,1943,1169.8000000000002
bihar,1944,1228.8999999999999
bihar,1945,1242.8
bihar,1946,1393.8000000000002
bihar,1947,1092.1999999999998
bihar,1948,1299.3
bihar,1949,1444.4
bihar,1950,1124.5999999999997
bihar,1951,850.1999999999999
bihar,1952,1206.9000000000003
bihar,1953,1378.8000000000002
bihar,1954,1050.6
bihar,1955,1244.2999999999997
bihar,1956,1493.2999999999997
bihar,1957,966.8000000000001
bihar,1958,1167.5
bihar,1959,1179.7
bihar,1960,1247.8000000000002
bihar,1961,1257.9999999999998
bihar,1962,1178.0000000000002
bihar,1963,1326.2
bihar,1964,1122.3
bihar,1965,1002.8
bihar,1966,767.0
bihar,1967,999.7999999999998
bihar,1968,1140.0000000000002
bihar,1969,1288.4999999999998
bihar,1970,1074.6
bihar,1971,1432.5000000000002
bihar,1972,717.9000000000001
bihar,1973,1189.1
bihar,1974,1235.2
bihar,1975,1069.1000000000001
bihar,1976,1161.7
bihar,1977,1147.6999999999998
bihar,1978,1290.8
bihar,1979,1001.8
bihar,1980,1252.0000000000002
bihar,1981,1364.6000000000001
bihar,1982,933.6
bihar,1983,1104.3
bihar,1984,1426.2
bihar,1985,1454.9999999999998
bihar,1986,1322.1
bihar,1987,1660.5
bihar,1988,1337.5
bihar,1989,1269.8999999999999
bihar,1990,1239.2
bihar,1991,1045.8
bihar,1992,797.4999999999999
bihar,1993,1208.3999999999996
bihar,1994,969.3000000000001
bihar,1995,1112.0000000000002
bihar,1996,1107.3
bihar,1997,1303.6999999999998
bihar,1998,1332.6
bihar,1999,1402.6999999999998
bihar,2000,1206.9999999999998
bihar,2001,1247.1000000000001
bihar,2002,1105.8
bihar,2003,1353.8000000000002
bihar,2004,1147.6
bihar,2005,907.8000000000001
bihar,2006,1052.8
bihar,2007,1600.0999999999997
bihar,2008,1197.5999999999997
bihar,2009,889.5000000000001
bihar,2010,629.2
bihar,2011,1097.3
bihar,2012,1032.4
bihar,2013,1069.8000000000002
bihar,2014,1061.0
bihar,2015,872.7
east uttar pradesh,1901,873.2
east uttar pradesh,1902,905.2
east uttar pradesh,1903,1216.4
east uttar pradesh,1904,1071.3
east uttar pradesh,1905,891.4999999999999
east uttar pradesh,1906,997.5
east uttar pradesh,1907,666.4000000000001
east uttar pradesh,1908,744.6999999999999
east uttar pradesh,1909,1106.6
east uttar pradesh,1910,1116.3
east uttar pradesh,1911,1113.8999999999999
east uttar pradesh,1912,879.5000000000001
east uttar pradesh,1913,861.6000000000001
east uttar pradesh,1914,988.8000000000001
east uttar pradesh,1915,1409.8
east uttar pradesh,1916,1201.8
east uttar pradesh,1917,1216.5
east uttar pradesh,1918,650.6999999999999
east uttar pradesh,1919,1023.5
east uttar pradesh,1920,860.2
east uttar pradesh,1921,1114.7999999999997
east uttar pradesh,1922,1364.0
east uttar pradesh,1923,1076.0
east uttar pradesh,1924,1119.9999999999998
east uttar pradesh,1925,1114.2
east uttar pradesh,1926,989.3999999999999
east uttar pradesh,1927,1031.1
east uttar pradesh,1928,804.8000000000001
east uttar pradesh,1929,1014.8999999999999
east uttar pradesh,1930,1069.3999999999999
east uttar pradesh,1931,1047.1
east uttar pradesh,1932,738.5
east uttar pradesh,1933,977.6
east uttar pradesh,1934,1068.3000000000002
east uttar pradesh,1935,919.8000000000001
east uttar pradesh,1936,1545.4
east uttar pradesh,1937,1035.3
east uttar pradesh,1938,1374.1
east uttar pradesh,1939,945.0
east uttar pradesh,1940,867.0
east uttar pradesh,1941,798.1000000000001
east uttar pradesh,1942,1028.7
east uttar pradesh,1943,1101.0
east uttar pradesh,1944,1061.3999999999999
east uttar pradesh,1945,980.5
east uttar pradesh,1946,1038.9
east uttar pradesh,1947,1006.3000000000001
east uttar pradesh,1948,1323.0999999999997
east uttar pradesh,1949,1131.1000000000001
east uttar pradesh,1950,951.4000000000001
east uttar pradesh,1951,752.6
east uttar pradesh,1952,936.0
east uttar pradesh,1953,1266.8
east uttar pradesh,1954,969.6999999999999
east uttar pradesh,1955,1424.2999999999997
east uttar pradesh,1956,1254.1000000000001
east uttar pradesh,1957,955.6999999999999
east uttar pradesh,1958,1016.8999999999999
east uttar pradesh,1959,869.2
east uttar pradesh,1960,1170.0
east uttar pradesh,1961,1214.1
east uttar pradesh,1962,1072.0000000000002
east uttar pradesh,1963,996.5
east uttar pradesh,1964,1036.8
east uttar pradesh,1965,685.5000000000001
east uttar pradesh,1966,707.7
east uttar pradesh,1967,1029.3000000000002
east uttar pradesh,1968,839.8999999999999
east uttar pradesh,1969,1024.6999999999998
east uttar pradesh,1970,1132.3
east uttar pradesh,1971,1311.1
east uttar pradesh,1972,666.8
east uttar pradesh,1973,955.6000000000001
east uttar pradesh,1974,882.1
east uttar pradesh,1975,1225.5
east uttar pradesh,1976,923.5999999999998
east uttar pradesh,1977,914.1
east uttar pradesh,1978,1116.5
east uttar pradesh,1979,696.5000000000001
east uttar pradesh,1980,1488.6000000000001
east uttar pradesh,1981,1110.3000000000002
east uttar pradesh,1982,1110.6
east uttar pradesh,1983,1205.0
east uttar pradesh,1984,1076.6
east uttar pradesh,1985,1175.9
east uttar pradesh,1986,935.6
east uttar pradesh,1987,824.6
east uttar pradesh,1988,1085.1
east uttar pradesh,1989,969.9
east uttar pradesh,1990,1106.2
east uttar pradesh,1991,875.3
east uttar pradesh,1992,863.4
east uttar pradesh,1993,833.8
east uttar pradesh,1994,910.3000000000001
east uttar pradesh,1995,860.2
east uttar pradesh,1996,1010.3999999999999
east uttar pradesh,1997,493.5000000000001
east uttar pradesh,1998,660.9999999999999
east uttar pradesh,1999,952.7000000000002
east uttar pradesh,2000,946.9
east uttar pradesh,2001,973.7999999999998
east uttar pradesh,2002,689.2
east uttar pradesh,2003,1096.2999999999997
east uttar pradesh,2004,746.9000000000001
east uttar pradesh,2005,770.1000000000001
east uttar pradesh,2006,632.1
east uttar pradesh,2007,741.3000000000001
east uttar pradesh,2008,953.3000000000001
east uttar pradesh,2009,609.9999999999999
east uttar pradesh,2010,692.1
east uttar pradesh,2011,781.2
east uttar pradesh,2012,602.7
east uttar pradesh,2013,1041.2
east uttar pradesh,2014,701.2
east uttar pradesh,2015,603.3
west uttar pradesh,1901,776.0000000000001
west uttar pradesh,1902,736.6000000000001
west uttar pradesh,1903,808.4999999999999
west uttar pradesh,1904,945.3000000000002
west uttar pradesh,1905,433.4
west uttar pradesh,1906,978.6000000000001
west uttar pradesh,1907,589.6999999999999
west uttar pradesh,1908,866.0999999999999
west uttar pradesh,1909,903.0
west uttar pradesh,1910,875.7
west uttar pradesh,1911,751.7
west uttar pradesh,1912,804.3
west uttar pradesh,1913,495.19999999999993
west uttar pradesh,1914,887.4999999999998
west uttar pradesh,1915,802.5
west uttar pradesh,1916,1114.2
west uttar pradesh,1917,1120.1999999999998
west uttar pradesh,1918,371.90000000000003
west uttar pradesh,1919,968.9000000000002
west uttar pradesh,1920,622.8
west uttar pradesh,1921,992.2000000000002
west uttar pradesh,1922,1000.8000000000001
west uttar pradesh,1923,902.2
west uttar pradesh,1924,1064.1000000000001
west uttar pradesh,1925,943.8999999999999
west uttar pradesh,1926,917.1
west uttar pradesh,1927,934.2
west uttar pradesh,1928,644.6000000000001
west uttar pradesh,1929,650.4
west uttar pradesh,1930,788.3999999999999
west uttar pradesh,1931,930.8000000000002
west uttar pradesh,1932,705.9
west uttar pradesh,1933,1035.5
west uttar pradesh,1934,897.7
west uttar pradesh,1935,784.6999999999999
west uttar pradesh,1936,1218.6
west uttar pradesh,1937,676.9000000000002
west uttar pradesh,1938,730.4
west uttar pradesh,1939,721.1
west uttar pradesh,1940,783.9
west uttar pradesh,1941,516.3
west uttar pradesh,1942,1088.2
west uttar pradesh,1943,850.4
west uttar pradesh,1944,770.4000000000001
west uttar pradesh,1945,966.0
west uttar pradesh,1946,896.8000000000001
west uttar pradesh,1947,809.0000000000001
west uttar pradesh,1948,1028.1
west uttar pradesh,1949,906.6
west uttar pradesh,1950,834.0999999999998
west uttar pradesh,1951,728.8
west uttar pradesh,1952,875.3000000000001
west uttar pradesh,1953,761.6
west uttar pradesh,1954,879.1999999999999
west uttar pradesh,1955,1060.9
west uttar pradesh,1956,1064.5
west uttar pradesh,1957,1005.2000000000002
west uttar pradesh,1958,1165.4000000000003
west uttar pradesh,1959,768.3000000000001
west uttar pradesh,1960,1129.6000000000001
west uttar pradesh,1961,1198.1000000000001
west uttar pradesh,1962,798.2
west uttar pradesh,1963,929.6999999999998
west uttar pradesh,1964,1002.0000000000001
west uttar pradesh,1965,673.6
west uttar pradesh,1966,756.0999999999998
west uttar pradesh,1967,1157.0999999999997
west uttar pradesh,1968,693.1
west uttar pradesh,1969,878.0999999999999
west uttar pradesh,1970,863.9
west uttar pradesh,1971,1002.9000000000001
west uttar pradesh,1972,585.0999999999999
west uttar pradesh,1973,806.0
west uttar pradesh,1974,668.9000000000001
west uttar pradesh,1975,989.4000000000001
west uttar pradesh,1976,653.0
west uttar pradesh,1977,994.4000000000001
west uttar pradesh,1978,1244.0000000000002
west uttar pradesh,1979,558.0000000000001
west uttar pradesh,1980,984.5999999999999
west uttar pradesh,1981,739.5
west uttar pradesh,1982,969.0
west uttar pradesh,1983,1191.7
west uttar pradesh,1984,781.2
west uttar pradesh,1985,957.2
west uttar pradesh,1986,715.3000000000001
west uttar pradesh,1987,466.9000000000001
west uttar pradesh,1988,1035.5
west uttar pradesh,1989,657.4000000000001
west uttar pradesh,1990,958.2
west uttar pradesh,1991,748.8000000000001
west uttar pradesh,1992,820.6999999999999
west uttar pradesh,1993,772.1
west uttar pradesh,1994,807.0000000000001
west uttar pradesh,1995,826.9000000000001
west uttar pradesh,1996,941.1000000000001
west uttar pradesh,1997,445.2
west uttar pradesh,1998,867.3
west uttar pradesh,1999,786.4000000000001
west uttar pradesh,2000,771.3000000000001
west uttar pradesh,2001,661.7
west uttar pradesh,2002,625.2
west uttar pradesh,2003,1047.3999999999999
west uttar pradesh,2004,642.4000000000001
west uttar pradesh,2005,725.6
west uttar pradesh,2006,529.2
west uttar pradesh,2007,572.4999999999999
west uttar pradesh,2008,799.6
west uttar pradesh,2009,549.1999999999999
west uttar pradesh,2010,820.6
west uttar pradesh,2011,777.3000000000002
west uttar pradesh,2012,389.6
west uttar pradesh,2013,932.7000000000002
west uttar pradesh,2014,486.80000000000007
west uttar pradesh,2015,582.8
uttarakhand,1901,1562.3999999999999
uttarakhand,1902,1324.1000000000001
uttarakhand,1903,1306.6999999999998
uttarakhand,1904,1492.0999999999997
uttarakhand,1905,1302.2
uttarakhand,1906,1538.0
uttarakhand,1907,1194.3
uttarakhand,1908,1256.0999999999997
uttarakhand,1909,1717.8000000000002
uttarakhand,1910,1963.9000000000005
uttarakhand,1911,1542.9
uttarakhand,1912,1394.3
uttarakhand,1913,1137.6000000000001
uttarakhand,1914,1940.8999999999999
uttarakhand,1915,1601.1999999999998
uttarakhand,1916,1678.7
uttarakhand,1917,2103.0000000000005
uttarakhand,1918,1215.4
uttarakhand,1919,1583.3
uttarakhand,1920,1328.5
uttarakhand,1921,1848.8
uttarakhand,1922,1860.1
uttarakhand,1923,1582.9
uttarakhand,1924,1927.0999999999997
uttarakhand,1925,1535.0
uttarakhand,1926,1381.3
uttarakhand,1927,1649.8
uttarakhand,1928,1241.8000000000002
uttarakhand,1929,1212.1
uttarakhand,1930,1271.1999999999998
uttarakhand,1931,1334.1999999999998
uttarakhand,1932,1369.7
uttarakhand,1933,1595.8000000000002
uttarakhand,1934,1339.0999999999997
uttarakhand,1935,1137.1
uttarakhand,1936,1912.3
uttarakhand,1937,1533.5
uttarakhand,1938,1529.1999999999998
uttarakhand,1939,1142.7
uttarakhand,1940,1223.8
uttarakhand,1941,1061.6000000000001
uttarakhand,1942,1711.4999999999998
uttarakhand,1943,1366.5
uttarakhand,1944,1198.8
uttarakhand,1945,1647.8999999999999
uttarakhand,1946,1526.7
uttarakhand,1947,1359.9999999999998
uttarakhand,1948,1535.5
uttarakhand,1949,1412.2
uttarakhand,1950,1584.1
uttarakhand,1951,1174.4999999999998
uttarakhand,1952,1477.8000000000002
uttarakhand,1953,1565.9
uttarakhand,1954,1862.8000000000004
uttarakhand,1955,1667.0
uttarakhand,1956,1942.9
uttarakhand,1957,1780.7
uttarakhand,1958,1499.0
uttarakhand,1959,1742.9000000000003
uttarakhand,1960,1540.1
uttarakhand,1961,1948.2
uttarakhand,1962,1647.6
uttarakhand,1963,1801.9
uttarakhand,1964,1769.4999999999995
uttarakhand,1965,1305.7
uttarakhand,1966,1465.8999999999999
uttarakhand,1967,1556.1000000000001
uttarakhand,1968,1478.5
uttarakhand,1969,1635.7999999999997
uttarakhand,1970,1293.3999999999999
uttarakhand,1971,1803.6000000000001
uttarakhand,1972,1077.9
uttarakhand,1973,1239.6
uttarakhand,1974,1161.6
uttarakhand,1975,1580.1999999999998
uttarakhand,1976,986.3000000000001
uttarakhand,1977,1416.3
uttarakhand,1978,2031.4
uttarakhand,1979,1072.3000000000002
uttarakhand,1980,1333.4
uttarakhand,1981,1356.2999999999997
uttarakhand,1982,1372.1
uttarakhand,1983,1525.1999999999998
uttarakhand,1984,1339.1
uttarakhand,1985,1653.6
uttarakhand,1986,1514.3999999999999
uttarakhand,1987,987.2000000000002
uttarakhand,1988,1602.4
uttarakhand,1989,1263.6
uttarakhand,1990,1564.9999999999995
uttarakhand,1991,1020.6999999999999
uttarakhand,1992,1108.1000000000001
uttarakhand,1993,1594.0
uttarakhand,1994,1441.8
uttarakhand,1995,1616.1
uttarakhand,1996,1401.4
uttarakhand,1997,803.5
uttarakhand,1998,1198.6000000000001
uttarakhand,1999,1185.6
uttarakhand,2000,1712.8
uttarakhand,2001,1544.3999999999999
uttarakhand,2002,1574.7
uttarakhand,2003,1734.3999999999999
uttarakhand,2004,1219.6000000000001
uttarakhand,2005,1348.1999999999998
uttarakhand,2006,1178.8999999999999
uttarakhand,2007,1924.4
uttarakhand,2008,1363.5999999999997
uttarakhand,2009,847.6
uttarakhand,2010,1424.0
uttarakhand,2011,1564.6000000000001
uttarakhand,2012,1223.9
uttarakhand,2013,1735.2999999999997
uttarakhand,2014,1287.5
uttarakhand,2015,1247.6
haryana delhi & chandigarh,1901,390.2
haryana delhi & chandigarh,1902,419.70000000000005
haryana delhi & chandigarh,1903,428.9
haryana delhi & chandigarh,1904,527.5
haryana delhi & chandigarh,1905,322.79999999999995
haryana delhi & chandigarh,1906,593.7
haryana delhi & chandigarh,1907,443.90000000000003
haryana delhi & chandigarh,1908,689.0
haryana delhi & chandigarh,1909,769.4000000000001
haryana delhi & chandigarh,1910,605.1999999999998
haryana delhi & chandigarh,1911,509.7
haryana delhi & chandigarh,1912,529.1999999999999
haryana delhi & chandigarh,1913,508.5
haryana delhi & chandigarh,1914,664.7
haryana delhi & chandigarh,1915,422.4
haryana delhi & chandigarh,1916,629.1999999999999
haryana delhi & chandigarh,1917,986.8000000000001
haryana delhi & chandigarh,1918,234.60000000000002
haryana delhi & chandigarh,1919,553.8
haryana delhi & chandigarh,1920,368.80000000000007
haryana delhi & chandigarh,1921,446.4
haryana delhi & chandigarh,1922,552.7000000000002
haryana delhi & chandigarh,1923,581.5
haryana delhi & chandigarh,1924,654.8
haryana delhi & chandigarh,1925,557.1000000000001
haryana delhi & chandigarh,1926,616.0
haryana delhi & chandigarh,1927,502.40000000000003
haryana delhi & chandigarh,1928,388.20000000000005
haryana delhi & chandigarh,1929,306.59999999999997
haryana delhi & chandigarh,1930,500.6
haryana delhi & chandigarh,1931,519.0
haryana delhi & chandigarh,1932,439.90000000000003
haryana delhi & chandigarh,1933,856.9
haryana delhi & chandigarh,1934,501.3
haryana delhi & chandigarh,1935,568.4000000000001
haryana delhi & chandigarh,1936,511.1000000000001
haryana delhi & chandigarh,1937,481.59999999999997
haryana delhi & chandigarh,1938,278.9000000000001
haryana delhi & chandigarh,1939,310.29999999999995
haryana delhi & chandigarh,1940,395.7
haryana delhi & chandigarh,1941,363.9
haryana delhi & chandigarh,1942,804.4
haryana delhi & chandigarh,1943,407.90000000000003
haryana delhi & chandigarh,1944,484.30000000000007
haryana delhi & chandigarh,1945,654.6999999999999
haryana delhi & chandigarh,1946,437.70000000000005
haryana delhi & chandigarh,1947,464.59999999999997
haryana delhi & chandigarh,1948,591.9999999999999
haryana delhi & chandigarh,1949,485.29999999999995
haryana delhi & chandigarh,1950,551.2
haryana delhi & chandigarh,1951,338.2
haryana delhi & chandigarh,1952,556.5
haryana delhi & chandigarh,1953,561.8
haryana delhi & chandigarh,1954,536.9
haryana delhi & chandigarh,1955,694.0
haryana delhi & chandigarh,1956,653.7
haryana delhi & chandigarh,1957,617.2000000000002
haryana delhi & chandigarh,1958,672.9999999999999
haryana delhi & chandigarh,1959,485.0000000000001
haryana delhi & chandigarh,1960,722.9
haryana delhi & chandigarh,1961,627.8
haryana delhi & chandigarh,1962,511.0
haryana delhi & chandigarh,1963,521.7
haryana delhi & chandigarh,1964,711.0000000000001
haryana delhi & chandigarh,1965,381.90000000000003
haryana delhi & chandigarh,1966,707.9000000000002
haryana delhi & chandigarh,1967,839.8999999999999
haryana delhi & chandigarh,1968,388.3
haryana delhi & chandigarh,1969,477.2000000000001
haryana delhi & chandigarh,1970,538.1999999999999
haryana delhi & chandigarh,1971,636.8
haryana delhi & chandigarh,1972,440.80000000000007
haryana delhi & chandigarh,1973,527.1
haryana delhi & chandigarh,1974,384.9
haryana delhi & chandigarh,1975,622.0
haryana delhi & chandigarh,1976,726.6999999999999
haryana delhi & chandigarh,1977,740.0999999999999
haryana delhi & chandigarh,1978,651.3
haryana delhi & chandigarh,1979,341.5
haryana delhi & chandigarh,1980,513.3
haryana delhi & chandigarh,1981,493.3
haryana delhi & chandigarh,1982,506.59999999999997
haryana delhi & chandigarh,1983,744.4999999999999
haryana delhi & chandigarh,1984,479.2
haryana delhi & chandigarh,1985,572.3999999999999
haryana delhi & chandigarh,1986,450.99999999999994
haryana delhi & chandigarh,1987,318.6
haryana delhi & chandigarh,1988,845.0999999999999
haryana delhi & chandigarh,1989,416.49999999999994
haryana delhi & chandigarh,1990,703.2
haryana delhi & chandigarh,1991,393.7999999999999
haryana delhi & chandigarh,1992,429.5
haryana delhi & chandigarh,1993,523.7
haryana delhi & chandigarh,1994,564.3000000000001
haryana delhi & chandigarh,1995,819.1999999999999
haryana delhi & chandigarh,1996,644.6999999999999
haryana delhi & chandigarh,1997,668.5999999999999
haryana delhi & chandigarh,1998,685.3
haryana delhi & chandigarh,1999,344.5
haryana delhi & chandigarh,2000,384.40000000000003
haryana delhi & chandigarh,2001,485.40000000000003
haryana delhi & chandigarh,2002,357.3
haryana delhi & chandigarh,2003,597.4000000000001
haryana delhi & chandigarh,2004,487.20000000000005
haryana delhi & chandigarh,2005,519.3999999999999
haryana delhi & chandigarh,2006,330.99999999999994
haryana delhi & chandigarh,2007,446.6
haryana delhi & chandigarh,2008,710.3
haryana delhi & chandigarh,2009,395.3
haryana delhi & chandigarh,2010,640.4
haryana delhi & chandigarh,2011,512.1
haryana delhi & chandigarh,2012,391.3
haryana delhi & chandigarh,2013,461.29999999999995
haryana delhi & chandigarh,2014,305.5
haryana delhi & chandigarh,2015,435.50000000000006
punjab,1901,523.3000000000001
punjab,1902,397.90000000000003
punjab,1903,570.9
punjab,1904,451.5
punjab,1905,434.09999999999997
punjab,1906,677.5
punjab,1907,588.9999999999999
punjab,1908,740.5000000000002
punjab,1909,845.7
punjab,1910,616.4
punjab,1911,505.8
punjab,1912,536.4000000000001
punjab,1913,561.1
punjab,1914,794.4000000000001
punjab,1915,421.59999999999997
punjab,1916,588.4
punjab,1917,1126.7000000000003
punjab,1918,339.59999999999997
punjab,1919,549.8
punjab,1920,383.09999999999997
punjab,1921,370.3
punjab,1922,513.5999999999999
punjab,1923,737.8000000000001
punjab,1924,590.9000000000001
punjab,1925,629.6999999999999
punjab,1926,607.4
punjab,1927,481.1
punjab,1928,437.3
punjab,1929,423.0
punjab,1930,557.4000000000001
